data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
2773960,466,MLI2457,2457.0,"01 December 2018",2018,1,"Strategic development","Unidentified Armed Group (Mali)",,3,"Civilians (Mali)","Teachers (Mali)",7,37,"Western Africa",Mali,Tombouctou,Gourma-Rharous,Gossi,Agoufou,15.5868,-1.3242,1,Facebook,Other,"On December 1, unknown gunmen aboard motorbikes carried out an incursion into the village of Agoufou, a village school teacher was taken from his home and threatened, the assailants burned down the school administration and released the teacher.",0,1548448832,MLI
2773984,466,MLI2459,2459.0,"01 December 2018",2018,1,"Battle-No change of territory","Dozo Militia",,4,"Dozo Militia","Ouolon Communal Militia (Mali)",4,44,"Western Africa",Mali,Segou,San,Ouolon,Ouolon,13.5018,-4.8626,1,"Mali Actu; RFI",National-International,"On December 1, Dozo militiamen attacked the village of Ouolon clashing with local Dozos, two were killed and three others wounded, two individuals including an elected official were reportedly abducted in connection to the events.",2,1548448832,MLI
2774014,466,MLI2453,2453.0,"30 November 2018",2018,1,"Battle-No change of territory","JNIM: Group for Support of Islam and Muslims","Katiba Macina",2,"Military Forces of Mali (2013-)",,1,12,"Western Africa",Mali,Mopti,Bankass,Baye,Baye,13.6226,-3.3705,2,"Menastream; WhatsApp; Kibaru",Other-Regional,"On November 30, presumed Katiba Macina militants of the JNIM alliance carried out a complex attack including IED detonation followed by small arms fire against a Malian army vehicle near Baye, eight Malian soldiers were wounded including three severely.",0,1548448832,MLI
2774015,466,MLI2454,2454.0,"30 November 2018",2018,1,"Violence against civilians","Unidentified Armed Group (Mali)",,3,"Civilians (Mali)",,7,37,"Western Africa",Mali,Segou,Niono,Niono,"Moussa Were",14.1536,-6.0008,2,"Segou Infos; Nord Sud Journal; Studio Tamani",Local-National,"On November 30, unknown gunmen attacked a communal transport bus in the area of Moussa-Were, at least one killed and one wounded.",1,1548448832,MLI
2774016,466,MLI2455,2455.0,"30 November 2018",2018,1,"Remote violence","JNIM: Group for Support of Islam and Muslims","Ansar Dine",2,"MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-)",,8,28,"Western Africa",Mali,Kidal,Kidal,Kidal,Kidal,18.44,1.41,1,Twitter,Other,"On November 30, an IED detonation targeted a MINUSMA convoy at the entrance of Kidal, no casualties reported, the device was most likely planted by Ansar Dine militants of the JNIM alliance.",0,1548448832,MLI
2774047,466,MLI2452,2452.0,"30 November 2018",2018,1,"Battle-No change of territory","JNIM: Group for Support of Islam and Muslims","Katiba Macina",2,"Police Forces of Mali (2013-)",,1,12,"Western Africa",Mali,Kayes,Diema,Diema,Diema,14.5418,-9.1913,1,"Menastream; Telegram",Other-Regional,"On November 30, Katiba Macina (JNIM) militants killed a customs officer and seized a vehicle belonging to the customs in Diema.",1,1548448832,MLI
2774136,466,MLI2458,2458.0,"29 November 2018",2018,1,"Violence against civilians","Military Forces of Mali (2013-)",,1,"Civilians (Mali)","Journalists (Mali)",7,17,"Western Africa",Mali,Bamako,Bamako,"Commune III",Bamako,12.65,-8,1,"Reporters Sans Frontieres; RFI; Malinet",National-International,"On November 29, a Malian army colonel and his guard corps assaulted a journalist and subjected him to torture-like methods in Bamako.",0,1548448832,MLI
2774177,466,MLI2450,2450.0,"28 November 2018",2018,1,"Battle-No change of territory","JNIM: Group for Support of Islam and Muslims","AQIM: Al Qaeda in the Islamic Maghreb",2,"Arab Ethnic Militia (Mali)",,4,24,"Western Africa",Mali,Tombouctou,Tombouctou,Salam,"Elb Zra",17.7566,-3.1891,2,Twitter,Other,"On November 28, presumed AQIM militants of the JNIM alliance clashed with Berabiche (Oulad Ghaylane) tribesmen in the Ezara zone.",0,1548448832,MLI
2774178,466,MLI2451,2451.0,"28 November 2018",2018,1,"Battle-No change of territory","Unidentified Armed Group (Mali)",,3,"Military Forces of Mali (2013-)",,1,13,"Western Africa",Mali,Segou,Tominian,Fangasso,Fangasso,13.5287,-4.4456,2,"Segou Infos",Local,"On November 28, unknown gunmen ambushed a national guard patrol in the area of Fangasso, the soldiers returned fire but were forced to withdraw and abandoned a motorbike.",0,1548448832,MLI
2774242,466,MLI2446,2446.0,"27 November 2018",2018,1,"Battle-No change of territory","Military Forces of Mali (2013-)",,1,"Military Forces of Mali (2013-)",,1,11,"Western Africa",Mali,Gao,Bourem,Tarkint,Tarkint,17.4794,0.1169,1,"Figaro du Mali",National,"On November 27, two Malian soldiers under the influence of tramadol opened fire against each other at the interior of the army camp in Tarkint, one of the soldiers was killed and the other arrrested, two vehicles were also damaged in the shootout.",1,1548448832,MLI
2774243,466,MLI2447,2447.0,"27 November 2018",2018,1,"Battle-No change of territory","Unidentified Armed Group (Mali)",,3,"Police Forces of Mali (2013-) Gendarmerie",,1,13,"Western Africa",Mali,Mopti,Douentza,Hombori,Hombori,15.279,-1.7004,1,"Figaro du Mali",National,"On November 27, unknown gunmen attacked the gendarmerie in Hombori, one assailant was killed and four others arrested.",1,1548448832,MLI
2998651,466,MLI2448,2448,"27 November 2018",2018,1,"Strategic development","Fulani Ethnic Militia (Mali)",,4,"Civilians (Mali)","Dogon Ethnic Group (Mali)",7,47,"Western Africa",Mali,Mopti,Bandiagara,"Bara Sara",Simeyekanda,14.18,-3.74,1,"Menastream; Pinal; Agence Malienne de Presse",Local-Regional,"On November 27, presumed Fulani militiamen burned several homes in the Dogon village of Simeyekanda and seized supplies, no casualties reported.",0,1549911956,MLI
2774245,466,MLI2449,2449.0,"27 November 2018",2018,1,"Remote violence","Unidentified Armed Group (Mali)",,3,"Civilians (Mali)",,7,37,"Western Africa",Mali,Gao,Ansongo,"Tin Hama",Tagarangabot,15.7681,0.9847,2,"Figaro du Mali",National,"On November 27, three civilians were killed and five others wounded including two severely by the explosion of an IED in the area of Tagarangabot, the explosion also caused a wildfire which killed three oxen.",3,1548448832,MLI
2774308,466,MLI2445,2445.0,"26 November 2018",2018,1,"Violence against civilians","Unidentified Armed Group (Mali)",,3,"Civilians (Mali)",,7,37,"Western Africa",Mali,Gao,Ansongo,Ouattagouna,Fafa,15.3409,0.7167,2,"Studio Tamani",National,"On November 26, unknown gunmen assaulted and robbed marketgoers coming from Ayorou (Niger) toward Fafa (Mali) in the Ansongo area (coded as Fafa at geoprecision 2).",0,1548448832,MLI
2774393,466,MLI2443,2443.0,"25 November 2018",2018,1,"Battle-No change of territory","Unidentified Armed Group (Mali)",,3,"Private Security Forces (Mali)","Ganda Izo",8,38,"Western Africa",Mali,Gao,Gao,Gao,Gao,16.2717,-0.0447,1,"Studio Tamani; Malinet; WhatsApp",Other-National,"On November 25, unknown gunmen shot dead a prominent business man with his driver and bodyguard in Gao. The guard was from the Ganda Izo group.",3,1548448833,MLI
2774394,466,MLI2444,2444.0,"25 November 2018",2018,1,"Violence against civilians","Unidentified Armed Group (Mali)",,3,"Civilians (Mali)",,7,37,"Western Africa",Mali,Gao,Menaka,Anderamboukane,"Anderamboukane 15km N",15.5615,3.0196,2,"Studio Tamani",National,"On November 25, unknown individuals on a motorbike stabbed a man repeatedly 15km north of Anderamboukane (coded as Anderamboukane 15km N at geoprecision 2).",0,1548448833,MLI
2945425,466,MLI2437,2437,"23 November 2018",2018,1,"Strategic development","JNIM: Group for Support of Islam and Muslims","Katiba Macina",2,,,0,20,"Western Africa",Mali,Segou,Macina,Souleye,Wani,13.864,-5.2181,2,"Studio Tamani",National,"On November 23, presumed Katiba Macina militants planting a mine were killed by the premature explosion between Wani and Toye (coded as Wani at geoprecision 2), resulting in an unknown number of dead and wounded. Fatalities coded at low estimate of 3.",3,1548859314,MLI
2774465,466,MLI2438,2438.0,"23 November 2018",2018,1,"Strategic development","Unidentified Armed Group (Mali)",,3,"Civilians (Mali)","Health Workers (Mali)",7,37,"Western Africa",Mali,Tombouctou,Gourma-Rharous,Rharous,Gourma-Rharous,16.8778,-1.9231,1,"Journal Inter a Tombouctou (Facebook)",Local,"On November 23, unknown gunmen seized an ambulance of the medical center in Gourma-Rharous.",0,1548448833,MLI
2774466,466,MLI2439,2439.0,"23 November 2018",2018,1,Riots/Protests,"Protesters (Mali)","Arab Ethnic Group (Mali)",6,,,0,60,"Western Africa",Mali,Gao,Menaka,Menaka,Menaka,15.9182,2.4022,1,"Studio Tamani",National,"On November 23, dozens of members of the Arab community in Menaka staged a protest against violence and insecurity.",0,1548448833,MLI
2774467,466,MLI2440,2440.0,"23 November 2018",2018,1,Riots/Protests,"Protesters (Mali)",,6,,,0,60,"Western Africa",Mali,Segou,Niono,Niono,Niono,14.2526,-5.993,1,"Mali Actu",National,"On November 23, residents in Niono accompanied by the mayors of 12 communes took to the streets to protest against the aggression of a deputy by security forces amid an opposition rally in Bamako a week earlier.",0,1548448833,MLI
2945391,466,MLI2435,2435,"22 November 2018",2018,1,"Battle-No change of territory","Military Forces of France",,8,"JNIM: Group for Support of Islam and Muslims","Katiba Macina",2,28,"Western Africa",Mali,Mopti,Youwarou,Farimake,Gathi-Loumo,15.47,-4.612,2,"Le Monde; Twitter; Sahelien",Other-International,"On November 22, French Barkhane forces carried out a combined air-ground operation between Farimake and Dogo (coded at approximate location as Gathi-Loumo 30km SW, geoprecision 2) resulting in the killing of 34 Katiba Macina militants including two senior commanders, as well as the probable death of the JNIM Emir of the Macina Region, Amadou Kouffa, according to an initial battle damage assessment.",34,1548811114,MLI
2774517,466,MLI2436,2436.0,"22 November 2018",2018,1,"Violence against civilians","Unidentified Armed Group (Mali)",,3,"Civilians (Mali)","Arab Ethnic Group (Mali)",7,37,"Western Africa",Mali,Gao,Menaka,Menaka,Menaka,15.9182,2.4022,1,"Studio Tamani",National,"On November 22, unknown gunmen shot dead a member of the Arab community in the town of Menaka.",1,1548448833,MLI
2774600,466,MLI2430,2430.0,"21 November 2018",2018,1,"Battle-No change of territory","GATIA: Imghad Tuareg and Allies Self-Defense Group",,3,"GATIA: Imghad Tuareg and Allies Self-Defense Group",,3,33,"Western Africa",Mali,Gao,Ansongo,"Tin Hama",Tin-Hamma,15.5821,0.8908,1,Twitter,Other,"On November 21, a GATIA militiamen shot dead his brother in arms in Tin-Hamma.",1,1548448833,MLI
2774601,466,MLI2431,2431.0,"21 November 2018",2018,1,"Violence against civilians","Dogon Ethnic Militia (Mali)",,4,"Civilians (Mali)","Fulani Ethnic Group (Burkina Faso); Herders (Burkina Faso)",7,47,"Western Africa",Mali,Mopti,Bankass,Ouonkoro,Ouenkoro,13.3821,-3.8308,1,AFP,International,"On November 21, Dogon militiamen killed nine Fulani civilians in Ouenkoro.",9,1548448833,MLI
2774602,466,MLI2432,2432.0,"21 November 2018",2018,1,"Violence against civilians","Unidentified Armed Group (Mali)",,3,"Civilians (Mali)","Dawsahak Ethnic Group (Mali)",7,37,"Western Africa",Mali,Gao,Menaka,Menaka,"In Nazour",15.862,2.1074,2,"Communaute Idaksahak (Facebook)",Local,"On November 21, two Dawsahak youths were found dead 35km west of Menaka, presumably killed by unknown gunmen (coded at approximate location as In Nazour at geoprecision 2).",2,1548448833,MLI
2774603,466,MLI2433,2433.0,"21 November 2018",2018,1,"Strategic development","Unidentified Armed Group (Mali)",,3,"Civilians (Mali)",,7,37,"Western Africa",Mali,Mopti,Douentza,"Dangol Bore",Gnimignama,15.1476,-3.3429,1,"Studio Tamani",National,"On November 21, unknown gunmen attacked and seized a vehicle of the teaching academy and the luggage of the four employees who travelled in the car in the area of Gnimignama.",0,1548448833,MLI
2774604,466,MLI2434,2434.0,"21 November 2018",2018,1,Riots/Protests,"Protesters (Mali)","Students (Mali)",6,,,0,60,"Western Africa",Mali,Bamako,Bamako,"Commune III",Bamako,12.65,-8,1,"Mali Actu",National,"On November 21, students in the Medina Coura area of Bamako protested against the garbage dump situated beside their school.",0,1548448833,MLI
2774639,466,MLI2442,2442.0,"21 November 2018",2018,1,"Violence against civilians","Unidentified Armed Group (Mali)",,3,"Civilians (Mali)",,7,37,"Western Africa",Mali,Mopti,Bandiagara,"Bara Sara",Eguela,14.2174,-3.7088,2,"Agence Malienne de Presse",National,"On November 21, unknown gunmen pursued and fired shots at a truck transporting livestock between Eguela and Bodio (coded as Eguela at geoprecision 2) to urge him to stop, the driver managed to escape with his truck and livestock unharmed.",0,1548448833,MLI
2774675,466,MLI2426,2426.0,"20 November 2018",2018,1,"Strategic development","Idourfane Ethnic Militia",,4,"Ibogalitane Ethnic Militia",,4,44,"Western Africa",Mali,Gao,Gao,Gao,Gao,16.2717,-0.0447,1,"Studio Tamani; HD Centre (Mali)",National,"On November 20, the Idourfane and Ibogalitane communities from Mali and Niger signed a peace agreement in Gao, the signing follows an intense episode of intercommunal violence in the Mali-Niger borderlands.",0,1548448833,MLI
2774676,466,MLI2427,2427.0,"20 November 2018",2018,1,"Violence against civilians","Dogon Ethnic Militia (Mali)",,4,"Civilians (Mali)","Fulani Ethnic Group (Burkina Faso); Herders (Burkina Faso)",7,47,"Western Africa",Mali,Mopti,Bankass,Ouonkoro,Ouenkoro,13.3821,-3.8308,1,AFP,International,"On November 20, Dogon militiamen killed three Fulani civilians in Ouenkoro.",3,1548448833,MLI
3125015,466,MLI2428,2428.0,"20 November 2018",2018,1,"Violence against civilians","Dan Na Ambassagou",,4,"Civilians (Mali)","Fulani Ethnic Group (Burkina Faso); Herders (Burkina Faso)",7,47,"Western Africa",Mali,Mopti,Bankass,Bankass,Bankass,14.0775,-3.5159,1,"Pinal (Burkina Faso)",Local,"On November 20, Dogon militiamen (Dana Amassagou) killed the Fulani village chief of Djabel in central Bankass.",1,1551123222,MLI
2774678,466,MLI2429,2429.0,"20 November 2018",2018,1,"Strategic development","Unidentified Armed Group (Mali)",,3,"Civilians (Mali)",,7,37,"Western Africa",Mali,Gao,Ansongo,Talataye,I-n-Deliman,16.1506,1.4277,2,"Studio Tamani",National,"On November 20, unknown gunmen attacked a communal transport truck carrying marketgoers from In-Deliman, stripping the passangers of their belongings.",0,1548448833,MLI
2774703,466,MLI2491,2491.0,"19 November 2018",2018,1,"Violence against civilians","Fulani Ethnic Militia (Mali)","Herders (Mali)",4,"Civilians (Mali)","Dogon Ethnic Group (Mali)",7,47,"Western Africa",Mali,Mopti,Koro,Madougou,Madougou,14.3992,-3.0788,2,HRW,International,"On November 19, Fulani militiamen shot dead two Dogon traders while they were returning from the market in Madougou.",2,1548448833,MLI
2774721,466,MLI2424,2424.0,"19 November 2018",2018,1,"Violence against civilians","Unidentified Armed Group (Mali)",,3,"Civilians (Mali)",,7,37,"Western Africa",Mali,Kidal,Tessalit,Tessalit,"In Khalil",21.1901,1.043,2,"Kibaru; Malinet",National-Regional,"On November 19, the corpses of 32 individuals were found near In Khalil, a vehicle burned out and the motor presumably seized by the assailants of the killings.",32,1548448833,MLI
2774722,466,MLI2425,2425.0,"19 November 2018",2018,1,"Violence against civilians","Unidentified Armed Group (Mali)",,3,"Civilians (Mali)","Fulani Ethnic Group (Burkina Faso); Herders (Burkina Faso)",7,37,"Western Africa",Mali,Mopti,Bandiagara,"Bandiagara Commune",Bandiagara,14.3493,-3.6102,2,"Pinal (Burkina Faso)",Local,"On November 19, a Dogon killed a Fulani herdsman 2km from Bandiagara.",1,1548448833,MLI
3125016,466,MLI2415,2415.0,"18 November 2018",2018,1,"Battle-No change of territory","Dan Na Ambassagou",,4,"Fulani Ethnic Militia (Mali)",,4,44,"Western Africa",Mali,Mopti,Bankass,"Kani Bozon",Dianwely,14.094,-3.6278,1,"Pinal (Burkina Faso); Kisal; Menastream",Local-Regional,"On November 18, Dogon militiamen (Dana Amassagou) attacked the village of Djabel (Dianwely) in the area of Kani-Bonzon, Fulani youths returned fire, several wounded.",0,1551123222,MLI
3125028,466,MLI2416,2416.0,"18 November 2018",2018,1,"Battle-No change of territory","Military Forces of Mali (2013-)",,1,"Dan Na Ambassagou",,4,14,"Western Africa",Mali,Mopti,Bankass,"Koulogon Habe",Kologon-Habe,13.8162,-3.4418,1,"PANAPRESS; AFP; Pinal (Burkina Faso)",Local-International,"On November 18, the Malian army attacked the village of Kologon where Dana Amassagou had settled, four Malian soldiers and four Dogon militiamen were killed in the clashes, five militiamen wounded and 15 arrested, motorbikes and at least one house were burned, and arms and ammunition seized.",8,1551123222,MLI
